Estacion;Dia_semana;Condicion;Temperatura;Sensacion;Humedad;Velocidad_viento;BiciRentadas;Parte_dia
Verano;4;Despejado;34.3;429.974;0.5;239.994;147;Tarde
Verano;4;Despejado;34.3;449.972;0.53;169.979;133;Tarde
Verano;4;Despejado;35.24;449.972;0.48;190.012;210;Tarde
Verano;4;Despejado;35.24;440.006;0.45;199.995;414;Tarde
Verano;4;Despejado;34.3;429.974;0.5;190.012;382;Tarde
Verano;4;Despejado;32.42;449.972;0.67;190.012;284;Tarde
Verano;4;Despejado;31.48;429.974;0.71;150.013;237;Noche
Verano;4;Despejado;30.54;429.974;0.75;150.013;225;Noche
Verano;4;Despejado;30.54;409.976;0.71;110.014;149;Noche
Verano;4;Despejado;29.6;380.012;0.71;110.014;113;Noche
Verano;5;Despejado;30.54;389.978;0.63;89.981;60;Noche
Verano;5;Despejado;29.6;360.014;0.63;0;24;Noche
Verano;5;Despejado;28.66;36.998;0.79;89.981;14;Noche
Verano;5;Despejado;28.66;360.014;0.75;70.015;7;Noche
Verano;5;Despejado;27.72;329.984;0.75;70.015;13;Noche
Verano;5;Despejado;26.78;309.986;0.79;70.015;19;Mañana
Verano;5;Despejado;27.72;329.984;0.75;60.032;96;Mañana
Verano;5;Niebla;29.6;36.998;0.66;70.015;252;Mañana
Verano;5;Niebla;31.48;40.001;0.63;110.014;322;Mañana
Verano;5;Despejado;32.42;429.974;0.63;60.032;208;Mañana
Verano;5;Despejado;34.3;449.972;0.53;60.032;115;Mañana
Verano;5;Despejado;34.3;429.974;0.5;70.015;109;Mañana
Verano;5;Despejado;36.18;46.997;0.48;110.014;115;Mañana
Verano;5;Despejado;36.18;489.968;0.51;110.014;123;Tarde
Verano;5;Despejado;37.12;50;0.48;199.995;101;Tarde
Verano;5;Despejado;36.18;489.968;0.51;199.995;133;Tarde
Verano;5;Lluvia Leve;34.3;389.978;0.39;199.995;182;Tarde
Verano;5;Despejado;33.36;40.001;0.47;70.015;306;Tarde
Verano;5;Despejado;34.3;380.012;0.37;110.014;284;Tarde
Verano;5;Niebla;32.42;360.014;0.41;70.015;250;Tarde
Verano;5;Despejado;31.48;380.012;0.56;0;212;Noche
Verano;5;Despejado;30.54;36.998;0.59;60.032;190;Noche
Verano;5;Niebla;31.48;360.014;0.49;60.032;149;Noche
Verano;5;Despejado;29.6;360.014;0.63;12.998;103;Noche
Verano;6;Despejado;30.54;360.014;0.56;0;101;Noche
Verano;6;Despejado;30.54;349.982;0.52;70.015;70;Noche
Verano;6;Despejado;30.54;349.982;0.52;0;61;Noche
Verano;6;Despejado;28.66;340.016;0.66;60.032;22;Noche
Verano;6;Despejado;27.72;320.018;0.66;70.015;9;Noche
Verano;6;Despejado;27.72;309.986;0.62;89.981;7;Mañana
Verano;6;Despejado;29.6;329.984;0.52;89.981;25;Mañana
Verano;6;Despejado;29.6;329.984;0.52;70.015;45;Mañana
Verano;6;Despejado;31.48;360.014;0.49;169.979;109;Mañana
Verano;6;Despejado;31.48;360.014;0.49;110.014;132;Mañana
Verano;6;Despejado;32.42;360.014;0.41;150.013;198;Mañana
Verano;6;Despejado;34.3;380.012;0.37;12.998;216;Mañana
Verano;6;Despejado;35.24;409.976;0.37;70.015;235;Mañana
Verano;6;Despejado;36.18;420.008;0.38;110.014;245;Tarde
Verano;6;Despejado;35.24;429.974;0.42;0;236;Tarde
Verano;6;Despejado;36.18;420.008;0.38;0;215;Tarde
Verano;6;Despejado;36.18;420.008;0.38;89.981;221;Tarde
Verano;6;Despejado;36.18;420.008;0.38;89.981;197;Tarde
Verano;6;Despejado;35.24;420.008;0.4;150.013;196;Tarde
Verano;6;Niebla;30.54;36.998;0.59;89.981;217;Tarde
Verano;6;Despejado;30.54;36.998;0.59;150.013;145;Noche
Verano;6;Despejado;30.54;36.998;0.59;150.013;154;Noche
Verano;6;Despejado;29.6;349.982;0.59;12.998;125;Noche
Verano;6;Despejado;29.6;349.982;0.59;70.015;104;Noche
Verano;0;Despejado;29.6;349.982;0.59;70.015;119;Noche
Verano;0;Despejado;28.66;340.016;0.66;70.015;96;Noche
Verano;0;Despejado;29.6;360.014;0.63;60.032;60;Noche
Verano;0;Despejado;29.6;360.014;0.63;60.032;37;Noche
Verano;0;Despejado;28.66;340.016;0.66;70.015;6;Noche
Verano;0;Despejado;28.66;340.016;0.66;60.032;8;Mañana
Verano;0;Niebla;29.6;360.014;0.63;60.032;22;Mañana
Verano;0;Despejado;29.6;349.982;0.59;89.981;35;Mañana
Verano;0;Despejado;30.54;360.014;0.56;190.012;104;Mañana
Verano;0;Despejado;30.54;360.014;0.56;260.027;154;Mañana
Verano;0;Despejado;32.42;380.012;0.5;220.028;226;Mañana
Verano;0;Despejado;31.48;36.998;0.53;169.979;243;Mañana
Verano;0;Despejado;34.3;409.976;0.45;110.014;246;Mañana
Verano;0;Despejado;32.42;36.998;0.47;150.013;252;Tarde
Verano;0;Despejado;32.42;380.012;0.5;190.012;283;Tarde
Verano;0;Despejado;34.3;40.001;0.42;169.979;238;Tarde
Verano;0;Despejado;34.3;40.001;0.42;169.979;249;Tarde
Verano;0;Despejado;34.3;389.978;0.39;70.015;249;Tarde
Verano;0;Despejado;33.36;380.012;0.42;110.014;243;Tarde
Verano;0;Despejado;32.42;36.998;0.47;110.014;240;Tarde
Verano;0;Despejado;31.48;360.014;0.49;110.014;195;Noche
Verano;0;Despejado;29.6;360.014;0.63;89.981;153;Noche
Verano;0;Despejado;28.66;340.016;0.66;0;98;Noche
Verano;0;Niebla;27.72;320.018;0.7;60.032;50;Noche
Verano;1;Niebla;27.72;320.018;0.7;0;34;Noche
Verano;1;Niebla;27.72;329.984;0.75;60.032;12;Noche
Verano;1;Niebla;26.78;309.986;0.79;60.032;6;Noche
Verano;1;Despejado;26.78;309.986;0.79;0;4;Noche
Verano;1;Despejado;25.84;309.986;0.84;60.032;6;Noche
Verano;1;Despejado;25.84;309.986;0.84;60.032;24;Mañana
Verano;1;Niebla;25.84;309.986;0.84;60.032;107;Mañana
Verano;1;Niebla;26.78;309.986;0.79;0;277;Mañana
Verano;1;Niebla;27.72;329.984;0.75;0;387;Mañana
Verano;1;Despejado;29.6;36.998;0.66;0;135;Mañana
Verano;1;Despejado;30.54;36.998;0.59;0;84;Mañana
Verano;1;Niebla;31.48;389.978;0.59;12.998;107;Mañana
Verano;1;Niebla;31.48;389.978;0.59;12.998;67;Mañana
Verano;1;Niebla;26.78;309.986;0.74;89.981;78;Tarde
Verano;1;Niebla;25.84;30.002;0.79;12.998;90;Tarde
Verano;1;Despejado;24.9;280.022;0.84;260.027;112;Tarde
Verano;1;Despejado;24.9;280.022;0.84;150.013;198;Tarde
Verano;1;Despejado;25.84;30.002;0.74;0;485;Tarde
Verano;1;Despejado;26.78;309.986;0.74;60.032;533;Tarde
Verano;1;Despejado;26.78;30.002;0.7;60.032;386;Tarde
Verano;1;Despejado;25.84;30.002;0.74;89.981;302;Noche
Verano;1;Despejado;24.9;280.022;0.84;0;194;Noche
Verano;1;Despejado;24.9;280.022;0.84;0;125;Noche
Verano;1;Despejado;24.9;280.022;0.84;60.032;87;Noche
Verano;2;Despejado;24.9;280.022;0.79;70.015;28;Noche
Verano;2;Despejado;24.9;280.022;0.79;70.015;12;Noche
Verano;2;Despejado;23.96;260.024;0.89;70.015;7;Noche
Verano;2;Despejado;23.96;260.024;0.89;89.981;4;Noche
Verano;2;Despejado;23.96;260.024;0.88;110.014;6;Noche
Verano;2;Despejado;23.02;229.994;0.89;60.032;27;Mañana
Verano;2;Despejado;23.96;260.024;0.83;150.013;110;Mañana
Verano;2;Despejado;25.84;289.988;0.66;190.012;318;Mañana
Verano;2;Despejado;26.78;289.988;0.55;12.998;424;Mañana
Verano;2;Despejado;27.72;289.988;0.4;150.013;187;Mañana
Verano;2;Despejado;29.6;30.002;0.31;150.013;138;Mañana
Verano;2;Despejado;30.54;309.986;0.3;0;151;Mañana
Verano;2;Despejado;31.48;320.018;0.28;0;147;Mañana
Verano;2;Despejado;31.48;320.018;0.32;199.995;182;Tarde
Verano;2;Despejado;32.42;329.984;0.3;190.012;147;Tarde
Verano;2;Despejado;33.36;340.016;0.28;220.028;163;Tarde
Verano;2;Despejado;32.42;340.016;0.36;190.012;254;Tarde
Verano;2;Despejado;32.42;340.016;0.36;239.994;537;Tarde
Verano;2;Despejado;31.48;329.984;0.39;260.027;546;Tarde
Verano;2;Despejado;30.54;329.984;0.43;199.995;398;Tarde
Verano;2;Despejado;29.6;320.018;0.46;169.979;290;Noche
Verano;2;Despejado;28.66;309.986;0.49;150.013;267;Noche
Verano;2;Despejado;27.72;30.002;0.55;89.981;158;Noche
Verano;2;Despejado;27.72;309.986;0.58;70.015;89;Noche
Verano;3;Niebla;28.66;309.986;0.52;110.014;45;Noche
Verano;3;Despejado;28.66;309.986;0.49;12.998;10;Noche
Verano;3;Despejado;27.72;30.002;0.52;199.995;6;Noche
Verano;3;Despejado;25.84;280.022;0.58;110.014;4;Noche
Verano;3;Despejado;25.84;280.022;0.51;12.998;4;Noche
Verano;3;Despejado;24.9;26.999;0.54;190.012;18;Mañana
Verano;3;Despejado;24.9;26.999;0.54;150.013;123;Mañana
Verano;3;Despejado;25.84;280.022;0.48;169.979;347;Mañana
Verano;3;Despejado;26.78;280.022;0.42;169.979;433;Mañana
Verano;3;Despejado;27.72;280.022;0.35;169.979;216;Mañana
Verano;3;Despejado;28.66;289.988;0.33;0;114;Mañana
Verano;3;Despejado;29.6;30.002;0.31;0;136;Mañana
Verano;3;Despejado;30.54;309.986;0.3;190.012;169;Mañana
Verano;3;Despejado;31.48;320.018;0.3;239.994;180;Tarde
Verano;3;Despejado;31.48;320.018;0.28;150.013;127;Tarde
Verano;3;Despejado;32.42;329.984;0.26;169.979;140;Tarde
Verano;3;Despejado;32.42;320.018;0.25;110.014;268;Tarde
Verano;3;Despejado;31.48;309.986;0.26;150.013;572;Tarde
Verano;3;Despejado;30.54;309.986;0.28;70.015;541;Tarde
Verano;3;Despejado;29.6;30.002;0.29;60.032;375;Tarde
Verano;3;Despejado;27.72;289.988;0.45;150.013;294;Noche
Verano;3;Despejado;26.78;280.022;0.48;70.015;245;Noche
Verano;3;Despejado;25.84;280.022;0.48;0;180;Noche
Verano;3;Despejado;26.78;280.022;0.45;60.032;109;Noche
Verano;4;Despejado;24.9;26.999;0.51;89.981;45;Noche
Verano;4;Despejado;25.84;280.022;0.51;0;29;Noche
Verano;4;Despejado;25.84;280.022;0.54;70.015;7;Noche
Verano;4;Despejado;25.84;280.022;0.54;0;5;Noche
Verano;4;Despejado;24.9;26.999;0.61;70.015;6;Noche
Verano;4;Despejado;24.9;26.999;0.65;70.015;27;Mañana
Verano;4;Despejado;24.9;26.999;0.7;60.032;116;Mañana
Verano;4;Despejado;25.84;289.988;0.7;110.014;305;Mañana
Verano;4;Despejado;26.78;30.002;0.66;110.014;456;Mañana
Verano;4;Despejado;28.66;329.984;0.59;12.998;210;Mañana
Verano;4;Despejado;29.6;340.016;0.55;190.012;116;Mañana
Verano;4;Despejado;31.48;380.012;0.56;190.012;154;Mañana
Verano;4;Despejado;31.48;36.998;0.53;169.979;186;Mañana
Verano;4;Despejado;32.42;36.998;0.47;169.979;152;Tarde
Verano;4;Niebla;31.48;360.014;0.49;169.979;138;Tarde
Verano;4;Despejado;32.42;380.012;0.5;12.998;146;Tarde
Verano;4;Despejado;32.42;36.998;0.47;110.014;256;Tarde
Verano;4;Despejado;31.48;36.998;0.53;12.998;468;Tarde
Verano;4;Despejado;31.48;380.012;0.56;150.013;483;Tarde
Verano;4;Despejado;30.54;36.998;0.59;12.998;322;Tarde
Verano;4;Despejado;29.6;360.014;0.63;12.998;270;Noche
Verano;4;Despejado;28.66;340.016;0.66;190.012;196;Noche
Verano;4;Despejado;27.72;320.018;0.7;169.979;174;Noche
Verano;4;Despejado;27.72;329.984;0.75;12.998;123;Noche
Verano;5;Despejado;26.78;309.986;0.79;110.014;57;Noche
Verano;5;Despejado;26.78;309.986;0.79;89.981;34;Noche
Verano;5;Despejado;26.78;309.986;0.79;0;13;Noche
Verano;5;Despejado;26.78;309.986;0.79;0;11;Noche
Verano;5;Despejado;25.84;309.986;0.84;89.981;6;Noche
Verano;5;Despejado;25.84;309.986;0.84;0;27;Mañana
Verano;5;Niebla;25.84;309.986;0.84;0;90;Mañana
Verano;5;Niebla;26.78;309.986;0.79;60.032;254;Mañana
Verano;5;Niebla;27.72;349.982;0.77;0;384;Mañana
Verano;5;Despejado;32.42;36.998;0.47;169.979;179;Mañana
Verano;5;Despejado;34.3;40.001;0.42;190.012;106;Mañana
Verano;5;Despejado;35.24;420.008;0.4;199.995;161;Mañana
Verano;5;Despejado;37.12;409.976;0.31;190.012;135;Mañana
Verano;5;Despejado;36.18;389.978;0.31;0;156;Tarde
Verano;5;Despejado;37.12;409.976;0.3;150.013;148;Tarde
Verano;5;Despejado;37.12;409.976;0.3;169.979;169;Tarde
Verano;5;Despejado;37.12;409.976;0.3;260.027;233;Tarde
Verano;5;Despejado;37.12;409.976;0.3;199.995;421;Tarde
Verano;5;Despejado;35.24;409.976;0.37;220.028;362;Tarde
Verano;5;Despejado;34.3;40.001;0.42;150.013;241;Tarde
Verano;5;Despejado;32.42;360.014;0.41;220.028;206;Noche
Verano;5;Despejado;30.54;340.016;0.46;110.014;163;Noche
Verano;5;Despejado;29.6;329.984;0.49;150.013;174;Noche
Verano;5;Despejado;28.66;309.986;0.52;70.015;116;Noche
Verano;6;Despejado;27.72;30.002;0.55;12.998;133;Noche
Verano;6;Despejado;27.72;30.002;0.55;60.032;90;Noche
Verano;6;Despejado;27.72;30.002;0.55;70.015;42;Noche
Verano;6;Despejado;26.78;289.988;0.62;110.014;43;Noche
Verano;6;Despejado;25.84;289.988;0.66;110.014;10;Noche
Verano;6;Despejado;25.84;289.988;0.7;190.012;13;Mañana
Verano;6;Despejado;25.84;289.988;0.7;199.995;24;Mañana
Verano;6;Despejado;27.72;320.018;0.66;12.998;42;Mañana
Verano;6;Despejado;28.66;329.984;0.59;150.013;114;Mañana
Verano;6;Despejado;30.54;340.016;0.46;199.995;174;Mañana
Verano;6;Despejado;30.54;329.984;0.41;199.995;261;Mañana
Verano;6;Despejado;31.48;329.984;0.36;12.998;317;Mañana
Verano;6;Despejado;31.48;320.018;0.32;110.014;341;Mañana
Verano;6;Despejado;33.36;340.016;0.29;0;308;Tarde
Verano;6;Despejado;34.3;360.014;0.29;0;305;Tarde
Verano;6;Despejado;34.3;36.998;0.31;89.981;302;Tarde
Verano;6;Despejado;34.3;360.014;0.27;150.013;302;Tarde
Verano;6;Despejado;34.3;360.014;0.29;70.015;302;Tarde
Verano;6;Despejado;33.36;340.016;0.28;12.998;299;Tarde
Verano;6;Despejado;26.78;26.999;0.33;150.013;256;Tarde
Verano;6;Despejado;30.54;329.984;0.43;89.981;206;Noche
Verano;6;Despejado;29.6;329.984;0.49;110.014;205;Noche
Verano;6;Despejado;28.66;309.986;0.52;70.015;209;Noche
Verano;6;Despejado;27.72;30.002;0.55;60.032;177;Noche
Verano;0;Despejado;27.72;30.002;0.55;60.032;113;Noche
Verano;0;Despejado;26.78;289.988;0.62;60.032;79;Noche
Verano;0;Despejado;26.78;30.002;0.66;60.032;67;Noche
Verano;0;Despejado;26.78;30.002;0.66;0;50;Noche
Verano;0;Despejado;25.84;289.988;0.7;0;13;Noche
Verano;0;Despejado;25.84;289.988;0.69;0;8;Mañana
Verano;0;Despejado;26.78;30.002;0.7;0;13;Mañana
Verano;0;Despejado;26.78;289.988;0.58;89.981;45;Mañana
Verano;0;Despejado;27.72;30.002;0.55;150.013;142;Mañana
Verano;0;Despejado;29.6;329.984;0.49;0;183;Mañana
Verano;0;Despejado;31.48;329.984;0.36;110.014;254;Mañana
Verano;0;Despejado;32.42;329.984;0.28;110.014;275;Mañana
Verano;0;Despejado;34.3;349.982;0.25;12.998;338;Mañana
Verano;0;Despejado;34.3;349.982;0.24;89.981;294;Tarde
Verano;0;Despejado;34.3;349.982;0.24;110.014;326;Tarde
Verano;0;Despejado;35.24;349.982;0.18;199.995;293;Tarde
Verano;0;Despejado;35.24;349.982;0.17;190.012;306;Tarde
Verano;0;Despejado;35.24;349.982;0.16;110.014;320;Tarde
Verano;0;Despejado;32.42;360.014;0.41;190.012;304;Tarde
Verano;0;Despejado;29.6;340.016;0.55;220.028;274;Tarde
Verano;0;Despejado;29.6;340.016;0.55;220.028;275;Noche
Verano;0;Despejado;28.66;329.984;0.59;199.995;164;Noche
Verano;0;Despejado;26.78;30.002;0.7;199.995;96;Noche
Verano;0;Despejado;26.78;30.002;0.66;150.013;70;Noche
Verano;1;Despejado;25.84;289.988;0.7;150.013;29;Noche
Verano;1;Despejado;25.84;30.002;0.74;12.998;17;Noche
Verano;1;Despejado;24.9;280.022;0.74;70.015;11;Noche
Verano;1;Despejado;24.9;280.022;0.79;110.014;4;Noche
Verano;1;Despejado;23.02;240.026;0.83;89.981;4;Noche
Verano;1;Despejado;23.02;240.026;0.83;70.015;26;Mañana
Verano;1;Despejado;23.02;240.026;0.83;60.032;100;Mañana
Verano;1;Despejado;26.78;289.988;0.62;0;282;Mañana
Verano;1;Despejado;29.6;320.018;0.43;12.998;382;Mañana
Verano;1;Despejado;30.54;329.984;0.41;0;166;Mañana
Verano;1;Despejado;32.42;340.016;0.36;110.014;97;Mañana
Verano;1;Despejado;33.36;349.982;0.32;110.014;119;Mañana
Verano;1;Despejado;34.3;36.998;0.33;169.979;168;Mañana
Verano;1;Despejado;34.3;36.998;0.31;199.995;150;Tarde
Verano;1;Despejado;35.24;380.012;0.29;12.998;123;Tarde
Verano;1;Despejado;34.3;360.014;0.27;0;129;Tarde
Verano;1;Despejado;34.3;360.014;0.27;0;231;Tarde
Verano;1;Despejado;27.72;289.988;0.45;199.995;514;Tarde
Verano;1;Despejado;28.66;30.002;0.43;12.998;543;Tarde
Verano;1;Despejado;26.78;280.022;0.51;150.013;413;Tarde
Verano;1;Despejado;25.84;289.988;0.62;150.013;305;Noche
Verano;1;Despejado;24.9;26.999;0.7;169.979;220;Noche
Verano;1;Despejado;24.9;26.999;0.7;60.032;137;Noche
Verano;1;Despejado;23.96;260.024;0.74;12.998;96;Noche
Verano;2;Despejado;23.02;249.992;0.74;0;29;Noche
Verano;2;Despejado;23.02;249.992;0.74;70.015;12;Noche
Verano;2;Despejado;23.96;260.024;0.69;0;8;Noche
Verano;2;Despejado;23.02;249.992;0.74;12.998;5;Noche
Verano;2;Despejado;23.02;249.992;0.74;70.015;10;Noche
Verano;2;Despejado;23.02;249.992;0.74;89.981;21;Mañana
Verano;2;Despejado;23.96;260.024;0.69;70.015;117;Mañana
Verano;2;Despejado;25.84;280.022;0.61;190.012;335;Mañana
Verano;2;Despejado;26.78;289.988;0.58;190.012;435;Mañana
Verano;2;Despejado;28.66;30.002;0.46;199.995;213;Mañana
Verano;2;Despejado;30.54;320.018;0.36;199.995;140;Mañana
Verano;2;Despejado;31.48;320.018;0.32;279.993;128;Mañana
Verano;2;Despejado;32.42;329.984;0.3;190.012;157;Mañana
Verano;2;Despejado;32.42;329.984;0.3;150.013;203;Tarde
Verano;2;Despejado;34.3;349.982;0.25;190.012;159;Tarde
Verano;2;Despejado;34.3;349.982;0.25;190.012;168;Tarde
Verano;2;Despejado;34.3;349.982;0.25;190.012;274;Tarde
Verano;2;Niebla;34.3;360.014;0.27;89.981;556;Tarde
Verano;2;Niebla;32.42;340.016;0.34;12.998;556;Tarde
Verano;2;Niebla;32.42;340.016;0.36;150.013;454;Tarde
Verano;2;Niebla;30.54;340.016;0.46;169.979;288;Noche
Verano;2;Despejado;29.6;329.984;0.52;150.013;254;Noche
Verano;2;Niebla;28.66;329.984;0.59;110.014;191;Noche
Verano;2;Niebla;29.6;329.984;0.49;110.014;132;Noche
Verano;3;Niebla;29.6;329.984;0.49;110.014;43;Noche
Verano;3;Niebla;28.66;309.986;0.52;110.014;16;Noche
Verano;3;Niebla;28.66;309.986;0.49;110.014;11;Noche
Verano;3;Niebla;27.72;30.002;0.55;60.032;4;Noche
Verano;3;Niebla;27.72;30.002;0.52;110.014;7;Noche
Verano;3;Niebla;27.72;30.002;0.55;60.032;24;Mañana
Verano;3;Lluvia Leve;25.84;289.988;0.66;329.975;110;Mañana
Verano;3;Niebla;26.78;280.022;0.51;150.013;271;Mañana
Verano;3;Niebla;26.78;280.022;0.51;110.014;437;Mañana
Verano;3;Niebla;26.78;289.988;0.55;12.998;195;Mañana
Verano;3;Lluvia Leve;26.78;289.988;0.58;60.032;68;Mañana
Verano;3;Niebla;26.78;289.988;0.58;70.015;122;Mañana
Verano;3;Lluvia Leve;27.72;30.002;0.55;89.981;161;Mañana
Verano;3;Niebla;27.72;309.986;0.58;150.013;144;Tarde
Verano;3;Niebla;27.72;309.986;0.58;150.013;147;Tarde
Verano;3;Niebla;24.9;280.022;0.79;89.981;118;Tarde
Verano;3;Lluvia Leve;23.96;260.024;0.79;0;150;Tarde
Verano;3;Niebla;24.9;280.022;0.79;0;425;Tarde
Verano;3;Lluvia Leve;24.9;280.022;0.84;0;492;Tarde
Verano;3;Lluvia Leve;24.9;280.022;0.84;0;321;Tarde
Verano;3;Lluvia Leve;24.9;280.022;0.84;70.015;87;Noche
Verano;3;Niebla;23.96;260.024;0.89;89.981;88;Noche
Verano;3;Lluvia Leve;23.96;260.024;0.89;70.015;77;Noche
Verano;3;Niebla;23.96;260.024;0.89;60.032;56;Noche
Verano;4;Niebla;23.96;260.024;0.89;60.032;17;Noche
Verano;4;Niebla;23.02;229.994;0.94;60.032;17;Noche
Verano;4;Niebla;23.02;229.994;0.94;60.032;7;Noche
Verano;4;Lluvia Leve;23.02;229.994;0.94;60.032;3;Noche
Verano;4;Niebla;23.96;260.024;0.89;0;7;Noche
Verano;4;Niebla;23.96;260.024;0.89;0;20;Mañana
Verano;4;Niebla;23.96;260.024;0.89;199.995;97;Mañana
Verano;4;Niebla;23.96;260.024;0.89;199.995;282;Mañana
Verano;4;Niebla;24.9;26.999;0.82;239.994;398;Mañana
Verano;4;Despejado;25.84;30.002;0.74;220.028;187;Mañana
Verano;4;Despejado;25.84;280.022;0.71;199.995;113;Mañana
Verano;4;Niebla;26.78;30.002;0.66;150.013;149;Mañana
Verano;4;Niebla;27.72;309.986;0.62;150.013;205;Mañana
Verano;4;Despejado;27.72;309.986;0.58;0;205;Tarde
Verano;4;Despejado;29.6;340.016;0.55;110.014;167;Tarde
Verano;4;Despejado;29.6;340.016;0.55;169.979;165;Tarde
Verano;4;Despejado;27.72;309.986;0.62;220.028;290;Tarde
Verano;4;Despejado;27.72;309.986;0.62;220.028;555;Tarde
Verano;4;Despejado;24.9;280.022;0.74;199.995;523;Tarde
Verano;4;Despejado;24.9;280.022;0.74;190.012;366;Tarde
Verano;4;Niebla;24.9;280.022;0.74;12.998;286;Noche
Verano;4;Niebla;24.9;280.022;0.74;12.998;211;Noche
Verano;4;Despejado;23.96;260.024;0.74;12.998;174;Noche
Verano;4;Despejado;23.02;249.992;0.74;70.015;132;Noche
Verano;5;Despejado;23.02;249.992;0.74;70.015;54;Noche
Verano;5;Despejado;22.08;229.994;0.78;60.032;19;Noche
Verano;5;Despejado;23.02;249.992;0.69;0;19;Noche
Verano;5;Despejado;22.08;229.994;0.78;60.032;6;Noche
Verano;5;Despejado;22.08;229.994;0.78;89.981;7;Noche
Verano;5;Despejado;22.08;229.994;0.78;60.032;16;Mañana
Verano;5;Despejado;22.08;229.994;0.78;89.981;101;Mañana
Verano;5;Despejado;23.02;240.026;0.78;89.981;270;Mañana
Verano;5;Despejado;24.9;26.999;0.65;150.013;454;Mañana
Verano;5;Despejado;25.84;280.022;0.58;70.015;226;Mañana
Verano;5;Despejado;26.78;289.988;0.55;89.981;163;Mañana
Verano;5;Niebla;27.72;30.002;0.52;169.979;147;Mañana
Verano;5;Despejado;27.72;30.002;0.52;169.979;216;Mañana
Verano;5;Despejado;28.66;309.986;0.52;169.979;204;Tarde
Verano;5;Niebla;28.66;309.986;0.52;169.979;245;Tarde
Verano;5;Despejado;27.72;30.002;0.55;169.979;210;Tarde
Verano;5;Despejado;29.6;329.984;0.49;169.979;330;Tarde
Verano;5;Despejado;28.66;309.986;0.49;199.995;550;Tarde
Verano;5;Despejado;27.72;30.002;0.52;169.979;466;Tarde
Verano;5;Despejado;26.78;289.988;0.55;169.979;372;Tarde
Verano;5;Despejado;25.84;280.022;0.58;150.013;291;Noche
Verano;5;Despejado;24.9;26.999;0.65;12.998;173;Noche
Verano;5;Despejado;24.9;26.999;0.65;150.013;188;Noche
Verano;5;Despejado;23.96;260.024;0.69;150.013;139;Noche
Verano;6;Despejado;23.02;240.026;0.78;12.998;133;Noche
Verano;6;Despejado;23.02;240.026;0.78;110.014;67;Noche
Verano;6;Despejado;23.02;240.026;0.78;150.013;53;Noche
Verano;6;Niebla;23.02;240.026;0.78;110.014;42;Noche
Verano;6;Niebla;23.02;240.026;0.83;110.014;10;Noche
Verano;6;Despejado;22.08;220.028;0.89;60.032;6;Mañana
Verano;6;Despejado;22.08;220.028;0.89;70.015;27;Mañana
Verano;6;Despejado;23.96;260.024;0.83;110.014;63;Mañana
Verano;6;Despejado;23.96;260.024;0.83;110.014;121;Mañana
Verano;6;Despejado;26.78;30.002;0.7;150.013;215;Mañana
Verano;6;Niebla;26.78;30.002;0.7;190.012;290;Mañana
Verano;6;Despejado;28.66;329.984;0.62;150.013;349;Mañana
Verano;6;Despejado;29.6;340.016;0.55;150.013;382;Mañana
Verano;6;Niebla;29.6;349.982;0.59;220.028;441;Tarde
Verano;6;Despejado;30.54;349.982;0.52;169.979;380;Tarde
Verano;6;Niebla;31.48;36.998;0.53;169.979;362;Tarde
Verano;6;Lluvia Leve;26.78;309.986;0.79;110.014;343;Tarde
Verano;6;Lluvia Leve;26.78;309.986;0.79;110.014;149;Tarde
Verano;6;Niebla;25.84;30.002;0.79;300.026;211;Tarde
Verano;6;Lluvia Leve;25.84;309.986;0.84;169.979;171;Tarde
Verano;6;Lluvia Leve;25.84;30.002;0.79;190.012;137;Noche
Verano;6;Niebla;24.9;280.022;0.84;220.028;114;Noche
Verano;6;Niebla;24.9;280.022;0.84;220.028;120;Noche
Verano;6;Lluvia Leve;24.9;280.022;0.84;190.012;108;Noche
Verano;0;Niebla;24.9;280.022;0.84;190.012;80;Noche
Verano;0;Niebla;24.9;280.022;0.84;169.979;73;Noche
Verano;0;Niebla;24.9;280.022;0.84;150.013;66;Noche
Verano;0;Niebla;24.9;280.022;0.84;89.981;32;Noche
Verano;0;Despejado;24.9;280.022;0.84;89.981;6;Noche
Verano;0;Despejado;24.9;280.022;0.89;12.998;5;Mañana
Verano;0;Despejado;24.9;280.022;0.89;110.014;13;Mañana
Verano;0;Despejado;24.9;280.022;0.84;12.998;39;Mañana
Verano;0;Despejado;25.84;30.002;0.79;12.998;89;Mañana
Verano;0;Despejado;27.72;329.984;0.75;70.015;184;Mañana
Verano;0;Despejado;29.6;36.998;0.66;89.981;266;Mañana
Verano;0;Despejado;30.54;389.978;0.63;0;269;Mañana
Verano;0;Despejado;34.3;40.001;0.42;199.995;370;Mañana
Verano;0;Despejado;34.3;40.001;0.42;199.995;324;Tarde
Verano;0;Despejado;32.42;36.998;0.47;12.998;322;Tarde
Verano;0;Lluvia Leve;25.84;30.002;0.74;199.995;326;Tarde
Verano;0;Lluvia Leve;25.84;30.002;0.74;199.995;193;Tarde
Verano;0;Lluvia Leve;26.78;309.986;0.74;430.006;194;Tarde
Verano;0;Despejado;25.84;30.002;0.74;60.032;229;Tarde
Verano;0;Despejado;25.84;30.002;0.79;110.014;228;Tarde
Verano;0;Despejado;25.84;309.986;0.84;89.981;183;Noche
